"Cuerpo","Calificacion"
"<div class='Normal'><p>
	<strong>Story:<em> </em></strong>Wilee (Joseph Gordon-Levitt) is the best of New York’s daredevil bicycle couriers. However, when he picks up an envelope for delivery on a ‘premium rush’ priority, he finds himself racing against more than just the clock.<br>
	<br>
	<strong>Movie Review: </strong> While the plot and premise of Premium Rush is fairly simple and generic – the all-important message that must reach its intended recipient, come what may – this, for the most part, isn’t just a chase film. The dashing Wilee eschews a nine-to-five desk job for the sheer thrill of being a bicycle messenger with a death wish – dodging speeding vehicles, pedestrians and open doors along the way. As if to underscore his rebellious streak, Wilee rides fast, with no brakes on his sports bicycle. “Brakes are death,” he nonchalantly tells his estranged and concerned girlfriend Vanessa (Dania Ramirez), who is also a bike courier. She sees his wild streak as a hindrance to them having a secure future. After all, it would only take a split-second of misjudgment for him to meet with a fatal accident whilst riding.<br>
	<br>
	Small wonder then, that Gordon-Levitt needed 31 stitches in his right arm while filming the movie. Wilee’s also got competition, in the form of the muscular and almost comical Manny (Wolé Parks), who has his eye on Vanessa.</p>
<p>
	But this love triangle is put on the back-burner one day, when Nima (Jamie Chung) hands Wilee a small white envelope that must be delivered downtown by 7.30 pm, the very same day. Enter the menacing bad cop Bobby Monday (very convincingly played by Michael Shannon), who has a nasty gambling habit coupled with a single-minded,almost obsessive need to get his hands on that envelope.</p>
<p>
	Various jump cuts in the movie and cool map-style visuals help explain situations and embellish the story quite nicely. The conversations between Wilee and Vanessa however, as they zip, dodge and weave their way through traffic come across as unnecessary and cheesy. There’s the obligatory moral dilemma thrown in too. That aside, Premium Rush is fairly coherent, the bike stunts are cool and the film is filled with fast-paced chases that will often have you at the edge of your seat.</p>

","3"
"<div class='Normal'><p>
	<strong>Story:<em> </em></strong><em>CIA exfiltration specialist Tony Mendez comes up with a plan to extract six American diplomats from Iran at a time when the Iranian public's ire against their overthrown Shah and the US is at its most volatile. Does Mendez succeed in fooling the Iranians into letting them go?</em><br>
	<br>
	<strong>Movie Review: </strong>The film starts with a history lesson on the politics of the region to bring you up to speed on why Iran still hates the USA. According to them, the USA is the Great Shaitan for first installing the Shah and then offering him asylum after his ouster.<br>
	<br>
	Set in the 1970s, <em>Argo</em> is based on the true story of the extraction of six diplomats from the Canadian ambassador's house, where they're hiding. As options are being considered, Mendez (Affleck) comes up with 'the best bad option by far' - the one with the least diplomatic fallout. If it succeeds, everyone's a winner; if it fails, everyone dies.<br>
	<br>
	The plan sounds deceptively simple. Make a fake movie, make Hollywood (and pretty much the rest of the world) believe that an award-winning director (Arkin) and make-up genius (Goodman) are attached to a sci-fi film called Argo, set in the Middle East. Create a media circus announcing the film and let the rest follow. Thereafter, Mendez enters the country on the ruse of location-scouting. He enters alone but has to leave with six other Americans posing as a Canadian crew. Easier said than done?<br>
	<br>
	Affleck's film is being seen as a serious Oscar contender and with good reason. The film doesn't favour one side over the other. Also, the dramatisation is not without its light moments. You will sense a fine balance and an acute attention to detailing, something that's pivotal to a film of this genre. Watch out for certain powerful crowd scenes and set pieces that grab you with their sheer intensity and absolute terror. You will gasp in awe at the pains taken in casting actors who resembled the actual players of this story the closest, as they are featured during the end credits.</p>

","4"
"<div class='Normal'><p>
	<strong>Story: </strong><em>Retired CIA operative Bryan Mills and his ex-wife get kidnapped while holidaying in Istanbul. His daughter manages to escape. Will she be able to 'save' the couple?</em><br>
	<br>
	<strong>Movie Review:</strong> This sequel of 2008 hit Taken follows up a while after where the first film left off. Bryan Mills (Liam Neeson) is finding it tough coming to terms with the fact that his daughter Kim is seeing a boy and may be serious about him. The fact that she had been the recent victim of a kidnapping attempt foiled by her father is not lost on her. Father and daughter are still close and he wants nothing more than to ensure his family is safe. So, when his ex-wife Lenore complains about a cancelled trip, he consoles her and asks them to join him after 'work' (an assignment where he provides security to rich, high-risk clients) in Istanbul.<br>
	<br>
	Meanwhile, in faraway Albania, a village mourns at a mass burial. All the men dead at the hands of Bryan, punished for daring to kidnap his daughter and trying to sell her into prostitution. It is there that the main kidnapper's father Murad Krasniqi (Rade Serbedzija) vows to avenge his son and his men by capturing Mills and taking him back to his village for vengeance.<br>
	<br>
	As luck would have it, Lenore lands up in Instanbul with Kim and the family spends some quality time together. Their happiness is short-lived as Bryan and his ex-wife are chased and then 'taken' soon after. He manages to send out a call to his daughter at their hotel and warn her of the impending danger. He asks her to get to the safety of the US embassy but she insists on rescuing them. So he guides her to where they're being held. After that, it's a will-she won't-she affair?<br>
	<br>
	Screenwriter Luc Besson and director Olivier Megaton play to their strengths. Both have made films that have involved either abductions or high-octane action sequences and car chases. Liam Neeson mouths the cheesy lines and still sounds believable. If you're a fan of the actor or films with a similar storyline, you will enjoy this one. The car chases and the hand-to-hand fight scenes are not to be missed. Despite his bad-man act, Rade as Murad plays a convincing father driven mad by grief and your heart does reach out to him, never mind the evil he so clearly embodies. Also, this is one of those revenge flicks where you know how it could end but you'll strap on your seatbelt and go along for the ride anyway.</p>

","3"
"<div class='Normal'><p>
	<strong>Story: </strong><em>Time travel is invented in the future but is soon made illegal. Misusing this system however, are mob bosses, who send their victims into the past to be shot by ‘loopers’, so that their very existence is wiped out. Trouble starts when a looper’s own future self is sent into the past to be killed…</em><br>
	<br>
	<strong>Movie Review:</strong> The film, set in the year 2044, opens with a bang (quite literally) where Joe (Gordon-Levitt with a considerable amount of makeup) shoots a victim sent back from the year 2074, with a blunderbuss in an empty field, collects the payment for his job — silver bars strapped to the bound and blindfolded victim’s back — and proceeds to party it up with his pals. This is a pattern that he keeps repeating day after day. A bachelor with a penchant for fine living, things go pretty smoothly for Joe. He shares his plans for early retirement in France with his stripper girlfriend Suzie (Piper Perabo), with the life of a paid assassin well behind him. Life is somewhat peachy, until a fellow looper Seth (Paul Dano) who failed to carry out his mission (an immediate death sentence for a looper) arrives at Joe’s apartment, begging for safe haven.<br>
	<br>
	What follows is a cascade of events, with not a wasted second. This is a future where some humans have evolved enough to have telekinesis (or ‘TK’ as it’s called in the movie) and events lead Joe to meet Sara (Emily Blunt), a tough country gal who knows her way around a shotgun. Joe’s older self (Bruce Willis) plays the tough guy very convincingly. Indeed, all the performances are very good.<br>
	<br>
	There are science fiction films that deal with the subject of time travel and then there is Looper, which comes across as refreshingly original as well as entertaining, with a story full of interesting twists. Notwithstanding the flash and slick visuals, director Rian Johnson always keeps the storyline to the fore. Events are explained in a fairly simple manner as the plot smoothly unfolds. The film will leave you satisfied and entertained after one watch. And there’s a pretty good chance you’d want to watch it again.</p>

","4"
"<div class='Normal'><strong>Story:</strong> <em>When a rich-boy poker game gets robbed, hit-man Jackie Cogan hunts those involved - what does Jackie mean by killing them softly?</em><br>
<br>
<strong>Movie Review:</strong><em> Killing Them Softly</em> (<em>KTS</em>) isn't a movie for the faint-hearted - but despite its guns and gore, it isn't an all-out action flick either. Instead, it inhabits a shadowy half-land between thriller and dark comedy, where wanna-be gangsters wear washing-up gloves to a heist, a hit-man dismisses a businessman's fear of murder - preferring severe beating instead - as 'total corporate mentality', an assassin says, 'Killing someone can get embarrassing. Touchy-feely. I like to kill them softly - from a distance.'<br>
<br>
Jackie Cogan's (Pitt) distance from his victims doesn't make his heart grow fonder though. Pitt plays an emotion-less killer who manages murderers and does the dirty himself, stabbing friends, shooting the guileless, turning comrades to the cops. Cogan's cynicism coats everything, even 2008's Democrat Barack Obama who, on TV, bravely rallies a Bush-ed America. 'This guy wants to tell me we're living in a community,' Cogan hisses to his corporate client (Jenkins). 'Don't make me laugh. We're living in America and you're on your own. America's not a country. It's just a business. Now fu****** pay me.'<br>
<br>
KTS showcases an America devastated by recession, its underbelly worst-hit as mobsters must turn on their own, their pistols controlled by penny-pinching corporates. It's a smart, sardonic view and despite some self-indulgent flailing, it captures the fear, loathing and loss of those caught against the American machine. As deadpan Jackie, Pitt oozes starry radiance, sometimes too glossy for his dark protagonist. His looking fabulous in every frame is a distraction - although, amidst people's brains being blown out, not always unwelcome. McNairy's remarkable as a boisterous bandit frightened witless, Gandolfini superb as Mickey, a fat, boozy, over-sexed hit-man, flown in 'coach' for a job he's not upto, everyone wrapped within a dreamy soundtrack that provocatively slides against the gore onscreen.<br>
<br>
<em>KTS</em>'s real star is actually its sound - rain pattering upon a Cadillac to crickets chirruping just before someone gets shot, olives bobbing in a Martini to police sirens wailing in the wind, <em>KTS</em> captures America's enormity, emptiness and excitement - often killing the listener with silence. And some dynamite lines.

","3.5"
"<div class='Normal'><strong>Story: </strong><em>A girl gets possessed by an evil spirit. Will her father be able to get rid of the curse that plagues his child?</em><br>
<br>
<strong>Movie Review:</strong> A young girl (Natasha Calis) buys an antique wooden box at a yard sale. Intrigued by the box with a Hebrew inscription on it, she opens it. An evil spirit is unleashed, putting her and her family’s life in danger. Will the family survive the demonic attack? The film is apparently based on a true story.<br>
<br>
The film title pretty much says it all. Years after <em>The Exorcist </em>(1973) was made, filmmakers still seek inspiration from the horror classic. What distinguishes <em>‘The Possession’</em> from <em>‘The Exorcist’</em> is merely the mention of demons in Judaism. Barring the Jewish angle, <em>The Possession, </em>too is about a young girl who’s been possessed by a mysterious evil spirit.<br>
<br>
The girl starts displaying bouts of violent and bizarre behaviour. Her divorced parents fail to decode her dilemma and evidences of demonic possession. The father (Jeffrey Dean Morgan), however, senses trouble eventually and wages war against the demon, seeking help of a Jewish exorcist (played by reggae-pop star Matisyahu). Will the demon let go of the girl?<br>
<br>
<em>The Possession</em> is high on suspense. It even manages to keep you engaged throughout with its haunting background score and quaint big houses. The actors do a fine job. The very young Natasha Calis is extremely convincing.<br>
<br>
The film, however, is low on originality and pace. Bornedal’s storytelling drags and gets repetitive, thus diluting moments which could have been scarier. The suspense unfolds a bit too late for it to be too creepy. Tracks like the parents being divorced and the girl vomiting bugs seem clichéd.<br>
<br>
<em>The Possession</em> is Jewish Exorcist. It’s gripping but lacks novelty.

","3"
"<div class='Normal'><strong>Story: </strong>The human race once again faces fear of extinction. And the only hope for survival, as always, is Alice (Milla Jovovich). But how?<br>
<br>
<strong>Movie Review:</strong> Her name is Alice and that is her wonderland -- a land you’d love to be a part of, specially if 3D is the way of life. Here cities do not exist for real; they are all but a part of the imagination and holographic representations called Sequences. There’s the New York sequence of bio chemicals, Tokyo sequence of artificial climate, Moscow sequence of snow-covered areas. In short, the setting (hi-tech stuff, we mean) is perfect.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story: </strong><em>The future of this futuristic city looks unsure. Why? Blame it on the gangsters, the war lords and the drug peddlers.</em><br>
<br>
<strong>Movie Review: </strong>Even before you step into the theatre make sure you know what lies in store for you. Action and loads of noise. But then if you are an ardent fan of the 2000 AD comic strip titled Judge Dredd -- yes, yet another comic book hero comes alive on screen -- nothing is a wee bit confusing for you. You know the judges, the jury members, the executioners, the brokers of law etc are all but one people in this future city of America -- Cops. And if Judge Dredd (Karl Urban) is who we are talking about, the word is super cop.<br>
<br>
As the uniformed judge -- who looks all smart, hi-tech and confident -- Karl makes sure justice prevails in every nook and corner of the Peach Tree. Watch out for the shielding of the Peach Tree scene. In fact, the onus of giving us all that extra dose of action lies with him... and his trainee partner, Anderson (Olivia Thirlby). Olivia, on the other hand, plays the perfect, obedient helper with an extra ability to predict the past... and sometimes the unsaid. But then the one leading to all that mess is the bad girl, Ma-Ma and her gangsters. Lena Headey with her bloody eyes and scared face is mean, aggressive and dangerous. The three leads indeed make up for an otherwise great (edge-of-the-sea kinda) plot.<br>
<br>
So as long as the bullets keep whizzing -- there are a couple of slow, dead and non-action moments-- <em>Dredd 3D </em>has things going its way. And if not anything else, it’s over to the scenes that show junkies falling off skyscrapers in super slow motion… stopping time and creating some great, stunning (and brutal too) visuals in 3D.

","3"
"<div class='Normal'><strong>Story: </strong><em>From harmless 'calypso' cricketers to champions who mauled their enemy, how did the West Indies become cricket's giants?</em><br>
<br>
<strong>Movie Review:</strong> <em>Fire in Babylon (FIB)</em> is a detailed sports documentary - and more. It's a vibrant, throbbing piece of world history told through the tale of test cricket played by one nation - the West Indies. FIB shows how the West Indies - where cricket, as an elderly Caribbean tells you in that glorious accent of rum and sun, is 'a daily situation' - went from being a team of harmless players facing humiliating defeats, to being lean, mean masters of the game. And it shows why this was vital. The West Indies's rise reflected the fight back against a colonial past, against a mindset of 'Babylon' which didn't treat all as equals, to win equality - and regard - from a grudging world.<br>
<br>
Like a calypso number, FIB draws you in gently, its narrative swaying from a 1960s of confusing defeats, to a deadlier 1970s when under Clive Lloyd's focusing captaincy, the West Indies became the team every cricketing nation feared. FIB uses a host of rich narrative techniques - cricketing legends speaking about those glory days, press reports, black-and-white TV footage of matches, archival political footage of apartheid South Africa - policeman shooting black protestors, letting loose Alsatian dogs on them - all shaken up with West Indian music. It portrays how the West Indies realized they needed to fight humiliation - hard. And win the respect of their former British colonisers, of devastating Australian pace bowlers, of crowds who chanted 'Go back to the trees, black bastards'. In 1975, the West Indies was battered by Australia. In 1976, after English captain Tony Greig sneered, 'We'll make them grovel', press reports screamed, 'Look Who's Grovelling Now!'<br>
<br>
FIB captures cricket's beauty. But it widens, showing how the West Indies unleashed a huge wave of black pride - vital when racism was acceptable in many parts of the world. By capturing how Viv Richards and Bob Marley connected - and how Ian Botham and Richards finally walked in smiling equality - FIB shows sports is more than a pastime. It's about the grit which pushes you to play a gentleman's game far from gently, going from what Frantz Fanon called the wretched of the earth, to its giants.<br>
<br>
Catch it.

","4"
"<div class='Normal'><strong>Story: </strong><em>Two granddad turtles go all out to save their grand children from the mean birds. But while doing so they are captured by the same old enemy of birds and beasts -- Man. Time for the big escape.</em><br>
<br>
<strong>Movie Review:</strong> The first impression: You love the sea turtles, the lobsters, the baby turtles, the clown fish, the sharks, the octopus.... They are cute, charming, adorable and of course, colourful. Don't miss out the sea bed and the artificial aquarium placed under water.<br>
<br>
Move on to the music: It's peppy, foot tapping and bound to keep you asking for more. Over to the plot (and all that purpose behind the storyline): A little bit disappointing. It's not that we do not buy the concept of turtles captured in underwater aquariums teaming up with all varieties of fish, lobsters, penguins, eels, Big D (the sea horse and leader of the gang), etc to make a great plan to escape. We even believe in the concept 'never say never'. But then one just can't overlook the timing: We have been seeing and listening to all that a bit too much of late.<br>
<br>
Case in point: The cute ugly fish posing as dead while he is not, simply to be thrown into the sea mistakenly (just like in the recently released 3D version of <em>Finding Nemo</em>). Next, the angry animals versus man in <em>Sammy 2 </em>lives by the 'never give up', 'nothing is impossible' and 'where there is a will there is a way' funda. Haven't we just heard that in the recently released <em>Madagascar 3</em> and <em>Ice Age 4</em> as well?<br>
<br>
Now if you can keep all that man versus animal fight aside and enjoy the great plan the sea creatures have in order to execute the greater escape, you might as well give <em>Sammy 2</em> a shot.<br>
<br>
Kids, of course, just go for it!

","3"
