"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story: </strong>Austrian fashionista, Bruno wants to become world famous. And the only way he can do so is by becoming famous in America. He travels to Los Angeles and tries any and everything to grab headlines, even an attempt to turn straight from gay...<br>
<br>
<strong>Movie Review: </strong>Not so long ago, it was the Kazhakistan simpleton, Borat who had you in splits with his exploits in America. This time, it's the Austrian, Bruno who gives you some risque rocking moments as he chases his dreams -- once again in the USA -- to become the biggest German superstar, after Hitler! And like Borat, this one too is wild and wicked, poking fun at any and everything that's making news in the celeb obsessed world that throbs in the brightly lit boulevards of LA.<br>
<br>
So, you have Bruno auditioning in the sundry studios of Hollywood to make it big as a film or TV star. As he himself says, he wants to be the biggest 'gay hero after Arnold Schwarzeneggar.' Ha! But despite displaying all his bigness, he doesn't get a break. So, he chooses to go the Brangelina-Madonna way and begins to look for causes. Global warming is too iffy. Everyone's already supporting Darfur, and there isn't any<br>
Dar-five, he opines and opts for orchestrating peace in the Middle East. He does manage to bring the Israelis and the Palestinians on the negotiating table but gets totally confused between Hamas and humus. What's next? `Black gold' from Africa, he exults and ends up adopting a baby who is summarily snatched from him when the Child Welfare department discovers the toddler is a jolly by-stander at Bruno's adult parties. Eventually, there's only one way to get famous: get straight. And Bruno tries some pulpit talk too. But you'll really have to watch the film to watch if it works...<br>
<br>
The film may not be as uproarious as Borat: Cultural Learnings of America to Make Benefit Glorious Nation of Kazakhstan, but it does give you some rollicking moments with Sacha Baron Cohen unleashing his manic energy once again. Enjoy, the adult way.

","3"
"<div class='Normal'><strong>Story:</strong> The film is a biopic on the life and times of Michael Jerome Oher, the American footballer who played for the Baltimore Ravens of the National Football League. Oher's story is essentially an inspiring tale of racist harmony, where a Memphis high society white woman, Leigh<br>
Ann Tuohy, picked up a homeless, hungry and lonely Oher from the streets and brought him into her home, her heart and her family. The rest is history...She not only sent the black boy to college, but ensured he found a place amongst America's foot balling heroes.<br>
<br>
<strong>Movie Review:</strong> For all those who have been bothered by the racist overtones of Avatar, The Blind Side might be even more provocative. Because, here is a story that completely reiterates the myth of the white man -- and woman -- being the saviour of the impoverished, crime-infested, driftless black community. In fact, the film even has one of the characters pitching this paramount question to the benevolent Mrs Tuohy (Sandra Bullock) who wants to legally adopt the abandoned black boy, Big Mikey (Quinton Aaron). So, is this something to do with white guilt, huh? Needless to say, the lady brushes aside this uncomfortable question with a `shame on you!'.<br>
<br>
Whether The Blind Side has racist overtones is debatable and left for the theorists. As a piece of cinema, the film works and works quite well, providing Sandra Bullock a role that got her her first Golden Globe and might just end up getting her the Oscar too. As Leigh Tuohy, she's compelling and riveting with her firm resolve to provide a better life for the emotionally challenged 18-year-old who has been on the roads, ever since his mother became a junkie and his father abandoned the family of eight siblings. Needless to say, she's the head of her family too and undoubtedly wears the pants, putting everyone and everything in place, albeit with the support and love of her husband who believes she's truly the best.<br>
<br>
Watch Bullock mother the teen who is twice her size, read him bedtime stories of Ferdinand, the gentle giant bull, teach him how to tackle his opponents on the football field and see how she bullies all and sundry, for the well-being of her extended family...Truly, a power-packed performance that makes you sit up and cheer for this erstwhile cheerleader.<br>

","3.5"
"<div class='Normal'><strong>Story: </strong>A serial killer makes his kill in the guise of a stepfather who breaks the stereotype with his seeming goodness. This time, he infiltrates the family of a divorced mother of three by pretending to be in love with her. But before he can execute his evil plan, he must contend with her teenage son who has just returned from military school.<br>
<br>
<strong>Movie Review:</strong> The Stepfather may have a run-of-the-mill story of a scheming psychopath who cleans up entire families to the soundtrack of Silent Night, but there are enough edgy sequences to keep you glued to your seats. So what if you are always one step ahead of the proceedings, you do get your thrills and chills with every creak in the wood, every jump cut, every surreptitious move as step dad David meticulously plans his murders.<br>
<br>
And what's really paisa vasool is the picture of perfection he tries to paint to hoodwink the new gullible family he meets in the mall. At cosy family dinners, he tries to overwhelm them with little sermons on the importance of family, while at night he carries on his mean business in the basement. And anybody who dares to come in his way is conveniently done away with, be it the inquisitive neighbour who discovers on the internet that he actually looks like someone on America's Most Wanted list. Or the real daddy who dares to delve into his antecedents and must necessarily end up in the cold storage.<br>
<br>
For those who like to keep their popcorn crunchy, The Stepfather is adequate time-pass.

","3"
"<div class='Normal'><strong>Story:</strong> Max, an imaginative tween, isn't too happy at home. Nobody, neither his teen sister nor his single mother, seem to have the time for him. On one such lonely night, having been punished by his mom, he conjures up a friendly world, peopled by friendly wild creatures...<br>
<br>
<strong>Movie review:</strong> Can we make this mandatory viewing please for a generation of digi-kids who seem to have forgotten the outdoors completely in their obsession with all things tech? Young Max and his wild musings might just be the perfect antidote for Wii kids who are being insidiously weaned away from all things bright and beautiful, all creatures great and small....<br>
<br>
Based on Maurice Sendak's 1963 kid's classic which reportedly had just nine sentences, the film is a visual parable on the importance of love, creativity, imagination, family, warmth -- and the wild outdoors -- for a wholesome childhood. Stuff that you can hardly dream of getting from your play station, the iPod, MySpace, malls, MacDonalds or mobiles.<br>
<br>
Feeling somewhat neglected by his family, young Max throws a tantrum when his mum's boyfriend stops over for dinner. An angry mom sends him off to bed without dinner and the rest is a riot of imagination. Max runs away on a tiny boat to an island inhabited by strange, oversized creatures. He declares himself king and builds a surrogate family where everybody sleeps in `a real pile'. But soon familial differences set in here too and Max begins to miss his real family. However, he can't return before he sets things right in his newfound kingdom, can he?<br>
<br>
This one's truly for family viewing, specially if you have digi-kids.

","3"
"<div class='Normal'><strong>Story: </strong>The United States of America has metamorphosed into the United States of Zombies. Young Columbus wants to make his way to his hometown in Ohio, across this dangerous wasteland, overrun by the undead. Naturally, he needs help: Talahassee, the sharp-shooting zombie killer.<br>
<br>
<strong>Movie Review:</strong> This one's actually a zany little comedy that packs in so much fun, it makes you literally squeal in places. Of course, you begin expecting a run-of-the-mill C-grade Hollywood horror flick, but soon realise there's more bang for your buck in these crazy encounters with post mad cow disease humans who `have the munchies' and just love to sink their teeth in a `manwich'.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story:</strong> A montage of 10 episodic stories, the film was designed as a tribute to the spirit of New York after 9/11. Each episode has been shot by a different director over a period of two days and is eight-minute long.<br>
<br>
<strong>Movie Review:</strong> So what's your favourite New Yorkism? Multi-culturalism, pub culture, smoking on the side-walks, friendly cabbie rides, night-outs with strangers, no-strings-attached sensual encounters, absolute anonymity, endless opportunity, Broadway binging, Central Park strolling, skyscraper gazing, Fifth Avenue ambling, Brooklyn Bridging, Village hopping, day dreaming, night riding....New York, I Love You offers you all this and so much more; sometimes through a vibrant palette of deft strokes and succinct characters and sometimes in somewhat pallid form. Truly, this brain child of producer Emmanuel Benbihy who began with the Parisian ode, Paris Je t'Aime and proposes to make similar `I Love You' films on Rio, Shanghai, Mumbai and Jerusalem, is a mixed bag. Understandably, everyone is going to have their personal favourites.<br>
<br>
But the one that truly stand out is Shekhar Kapoor's enigmatic little analysis of suicide and the city, where Julie Christie, an erstwhile opera singer, checks in on the top floor of her favourite Manhattan hotel and encounters a friendly bellhop, Shia LaBeouf. The film, written by the late Anthony Minghella, is sheer visual poetry, with its white interiors and its hazy outlines. Both Shia and Christie are riveting.<br>
<br>
The two other stunners include Brett Ratner's funky coming-of-age prom night date story between high schooler Anton Yelchin and teenage method actress Olivia Thirlby and Joshua Marston's tribute to growing old in Manhattan. In this delightful eight-minute feature, a wizened Eli Wallach and his elderly wife Cloris Leachman celebrate their 63rd marriage anniversary on Coney Island, like every other year. Thank God, for the warmth of familiarity.<br>
<br>
There are some more alluring moments in Mira Nair's multi-cultural encounter between the orthodox Jewish woman Natalie Portman and Irrfan Khan, her business associate and Yvan Attal's dekko into the underpinnings of sex and the city with Ethan Hawke trying his best to seduce stranger, Maggie Q. Delicious.<br>

","3.5"
"<div class='Normal'><strong>Story:</strong> Former CIA spy, Bob Ho has a strange new assignment. He must play nanny to his comely neighbour's kids and ensure they go about their routine business rightly. Sure enough, this turns it to be more difficult than spying, specially since there are a bunch of Russian terrorists lurking around.<br>
<br>
<strong>Movie Review:</strong> There's something about Jackie Chan. Something sweet and sincere that makes him eminently watchable even though he remains deadpan for most parts of his films and his action cuts follow a similar let's-defy-gravity ring to them. Nevertheless, he strikes an instant chord as the entertainer with a zing.<br>
<br>
Here, you are willing to watch him play mommy -- and daddy -- to three kids, teaching them how to tackle the usual business of life: school, dating, bullying, bedtime and sibling strife. But he promises more than a domesticated Chan. For, when he's not singing Chinese lullabies to the little one or tutoring the 10 year-old geek on girls, he's doing his usual thing. Like, swinging across precipices, sliding down escalators, kick boxing the unknown assailant as he tries to save his newfound family from a bunch of Russian terrorists who have discovered a new bacteria that will eat up all the oil in the world. Chan must not only save the kids, he must save the world's oil too, as also his endangered romance with the kid's pretty mommy who's livid with him after she learns he's not just the nice guy next door.<br>
<br>
Nothing original and not quite quintessential Chan -- the action here is muted -- this one's only for diehard Jackie buffs.

","2.5"
"<div class='Normal'><strong>Story: </strong>Emily, a social worker, tries to save 10-year-old girl Lillith from her murderous parents and manages to bring her home for safe custody. But has she made the right decision? Nice people around her begin dying and too many bad things start to happen....<br>
<br>
<strong>Movie Review: </strong>Ms Bridget Jones steps down a bit and tries her hand at a typical Hollywood horror flick. But don't be disappointed, for this one does manage to keep you in your seats, despite the no-hype, no-marketing blip surrounding it. Of course, most of the credit must go to young Ms Jodelle Ferland who pitches in a startling performance of the archetypal child-demon. As the sweet yet satanic young girl who speaks politely, smiles adoringly and poses completely vulnerable, she's almost the female avatar of Damien, the devil-boy who scared your wits out in Omen.<br>
<br>
Zellweger saves the helpless girl from her parents while they were trying to bake her in the oven and brings her home, despite insisting she ain't mommy material. It doesn't take long for her to discover her maternal instincts, but before they can actually come into play, it's time to put the brakes. Her best friend and child psychologist, Doug (Bradley Cooper), dies a mysterious death after a frightening session with her young ward; another young boy who comes in contact with little Lillith ruthlessly hacks his parents while they slept. The idyll is short lived as the sinister begins to take a hold over the social worker's life. But is there really a way out? Can she fight the evil that has entered her house and her life? Is Case 39 actually cruel to children?<br>
<br>
May be yes. But that's another debatable question altogether. As a film, Case 39 does work at the simple, basic level of a thriller that thrills. Although Ms Zellweger does look somewhat jaded and whispers a bit too much to create her characteristic impact.<br>

","3"
"<div class='Normal'><strong>Story: </strong>New Yorkers, Meryl and Paul Morgan are separated and on the verge of a divorce, until they witness a murder and enter the witness relocation programme. Sent off to distant and desolate Wyoming, they have a chance to rediscover each other again.<br>
<br>
<strong>Movie Review: </strong>The last we saw Hugh Grant was as the immensely lovable crooner in Music and Lyrics. And the last we saw Sarah Jessica Parker was as the archetypal New Yorker in Sex and the City. Do we want to see this seemingly odd couple together in this romcom that really doesn't have anything new to offer? Well, okay, if you must....Totally time-pass.<br>
<br>
The only novelty about this jaded script about a squabbling uptown couple who fall back in love is the emergence of a brand new character on Hollywood's screen. Say hello to Sarah Palin as she dons her celluloid avtar as Emma, the gun-toting wife (Mary Steenburgen) of a US marshall who has been assigned the job of protecting the Morgans as they enter a witness relocation programme to evade an assassin who's been chasing them from New York. Like Palin, Emma too is a hard-boiled carnivore who lives in the wilds, isn't intimidated by grizzlies and other wild animals and loves a mean hunt, while flashing her loaded gun and leather boots. And in case you miss the similarities, there's Mrs Morgan who exclaims 'Oh my God, that's Sarah Palin!' when she first spots her. It's here, in wild and laid back Wyoming that the Morgans get a chance to shed their big city blues and discover the joys of giving and loving...Like, sharing quiet dinners in candle light or battling bears in the backyard.<br>
<br>
The film does have a tired Hugh Grant and a washed out Sarah Jessica Parker trying to be funny. To be fair, they do manage to make you smile, now and then, while the popcorn lasts.<br>

","3"
"<div class='Normal'><strong>Story:</strong> Micah and Katie may have moved into their new house in San Diego, but their bliss is short-lived. The couple discover a paranormal presence in their house and try to combat it with a set of video cameras and some common sense.<br>
<br>
<strong>Movie Review:</strong> The low budget film ($15,000) has reportedly sent the world into a screaming frenzy despite its grainy look and its hand-held camera, home video kind of footage. Viewers have likened its shock and awe effects to The Blair Witch Project, with theatres in the US recording a communal frenzy of `oohs' and `aahs' in packed late night shows.<br>
<br>
Guess we Indians are a braver lot. Didn't really feel the chill, except in one or two sequences to be honest. But more than the leap-out-of-your-seat factor, it's the sheer experimental quality of the film that needs to be savoured and saluted. Shot entirely with a hand-held camera and featuring just two people for most of the screen time, the film manages to hold your attention in an age when cinema has donned a whole new `Avtar'. Even the horror is mostly imagined, minus all special effects that generally form the core of hardcore horror films like The Exorcist. This one's more in league with Rosemary's Baby where you feel the chill without ever seeing the scare factor.<br>
<br>
Micah tries his best to battle the unseen presence that has been following Katie ever since she was eight-years old. He buys an Ouija Board to communicate with the Thing, sprinkles powder on the floor to capture his footprints, sets up umpteen video cameras all over the house and keeps the bedroom door ajar. The couple even calls in a demonologist to give them some sane, scientific or spiritual advice. But nothing does seem to work. The bed does keep creaking at night, the stairways shake with loud thumping noises, the door shuts and opens on its own accord, the sheets get crumpled, heavy breathing fills the air and Katie begins to bruise....<br>
<br>
Catch the night show if you actually want to feel the heebie-jeebies. And don't go looking for long-winded explanations. You might end up blaming the chill, not on winter alone.<br>
<br>
A word about:<br>
<br>
Performances: Both Katie Featherston and Micah Sloat are naturals. Can't tell whether they are actually acting.<br>
<br>
Screenplay: Director Oren Peli has done the screenplay too and keeps it completely true to life. Could be happening to you and me, all this weird stuff. Phew!<br>
<br>
Cinematography: Jerky, grainy, hand-held and completely effective. Inspires you to pick up your video-cam too for stuff that transcends the family video scene.<br>

","3.5"
