"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story: </strong>Based on what actually happened regarding the disaster that befell a group of climbers in 1996, Everest recounts the harrowing details of what occurred during those fateful days spanning the ill-fated climb up that mountain.<br>
<br>
<strong>Review: </strong>Rob Hall (Clarke) and Scott Fischer (Gyllenhaal) are both tremendously experienced climbers who lead their own respective teams on this particular mission. They decide, earlier on in the story that for technical aspects as well as for reasons of bettering their chances of survival in the face of adverse conditions, that they pool in their resources and expertise.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story: </strong>Bobby Fischer was one of the greatest – if not the greatest – chess champions who ever lived. A complex character to say the least, Fischer’s gift came with a price; the genius was bundled along with paranoia and delusions. That however, didn’t stop him from setting his predatory sights squarely on then Russian chess champ Boris Spassky for the title of world chess champion.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story:</strong> The film tells the true story of the notorious Boston gangster Whitey Bulger (Depp), who held sway over his territory with brutal efficiency. He is the brother of Senator Billy Bulger (Cumberbatch), who is pretty much the exact opposite of Whitey in terms of temperament. At his FBI friend John Connolly’s (Edgerton) urging, Whitey becomes an informant and helps the FBI nab various mobsters who also happen to be Whitey’s rivals. In exchange, John covers up for Whitey, protecting him from the law, while turning a blind eye toward the latter’s criminal activities.<br>
<br>
<strong>Review:</strong> Connolly and Bulger hail from Southie, a part of Boston where everyone knows each other and bonds run deep. He cares about Bulger and convinces him to slip the feds valuable information that can help make the town almost crime-free.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4.5"
"<div class='Normal'><strong>Story: </strong>Cole Carter aspires to become a famous DJ on the global circuit. His loyal posse consists of Mason (Weston), Ollie (Fernandez) and Squirrel (Shaffer). Currently though, Cole is limited to doing free gigs and when paid, earns a pittance. Things change when he accosts James Reed (Bentley) who becomes his mentor. But apart from Reed’s talent, Cole also admires the latter’s girlfriend Sophie (Ratajkowski).<br>
<br>
<strong>Review: </strong>Let’s start with what We Are Your Friends is not about, rather than what it is about. Despite slick visuals and stylish montages, this is not a go-to guide on how to become a star deejay. This story is far too simplistic, the characters unevenly explained and too many corners are cut.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2.5"
"<div class='Normal'><strong>Story: </strong>Katia Van Dees (Ware) has been on the run almost all her life. Her mother was killed when she was just a little girl and her father abandoned her, seemingly in a bid to let her live, even as he had his own dangerous secrets regarding his work, hidden from the world. Now, as an adult, Katia tries to find her dad. Helping her – but not without his own agenda – is Agent 47 (Friend) a deadly assassin.<br>
<br>
<strong>Review:</strong> If you are familiar with the Hitman video game series, you’ll have no trouble recognizing the titular character of this film by his attire – Italian wool black suit and crimson tie. He, along with many others like him are the product of a super-secret genetic experiment which involved modifying a section of a person’s DNA in order to enhance – as well as subdue – certain qualities. The resultant effect would imbue the modified ‘person’ with almost superhuman powers. Agent 47 knows no fear, feels no love, nor does he tolerate idiots or idiotic questions. Nothing and nobody messes with his given objective. In this case, his objective involves helping Katia find her father, an important figure who a group known as the Syndicate, headed by LeClerq (Kretschmann), want to capture and question.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story: </strong>Brooklyn starlet Izzy narrates her call girl-to-actress story in an interview and how a night with one of her clients gave her a magical lesson in chasing her dreams.<br>
<br>
<strong>Review: </strong>She's Funny That Way is a charming little film which benefits from its quaint milieu. Peter Bogdanovich weaves in the element of simplicity and affability, characteristics conspicuous to him, traces of which we saw 43 years ago in his most memorable movie What's up, Doc?<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story: </strong>Former special-ops expert Frank Martin (Skrein) lives a quieter, less action-packed life in the present day. His day job involves transporting mysterious packages for clients on a strict ‘don’t ask, don’t tell’ basis. Heck, he doesn't even want to know any client’s name. When the job is done and the cash is paid, the chapter is closed. He is approached one day by the gorgeous Anna (Chabanol) for a job. Soon, things take a dangerous turn and he also finds out his father (Stevenson) is being held hostage by Anna.<br>
<br>
<strong>Review: </strong>Frank Martin steps into Jason Statham's signature role in this new installment of the Transporter action franchise, to mixed results. Martin does his level best to act like and even talk in a manner that Statham almost patented, in the previous iterations of the movie. But while Statham looked like a genuinely rough-and-tough bruiser, Martin comes across as more at home on the pages of a fashion magazine. While his efforts are sincere, he’s not as effective as Statham.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2.5"
"<div class='Normal'><em><strong>Story:</strong> It is 1963 and the Cold War between the United States of America and the Union of Soviet Socialist Republics is at its height. Despite these diplomatic tensions, an agent from each of these countries – Napoleon Solo (Cavill) and Illya Kuryakin (Hammer) – have to work together to stop a shadowy group from getting their hands on a nuclear warhead.</em><br>
<br>
<strong>Review:</strong> First off, it’s important to note that this movie is actually based on a popular US TV show from the post-World War II era. Back then, the spy genre seemed especially relevant given the tensions between the USA and the USSR and so, made great fodder for primetime TV. However Guy Ritchie has now updated the story line and infused it with a wry and dry sense of humour along with a generous dose of wittiness, all the while keeping the Cold War backdrop as a present-but-distant sideline.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><em><strong>Story:</strong> Jack Dwyer (Owen Wilson), a hydro engineer battling recession, displaces his family to an unnamed Asian country. His wife Annie and two daughters were already wary about being uprooted. A sudden coup in this unspecified country pushes them to embark on a harrowing survival journey.</em><br>
<br>
<strong>Review:</strong> There is no escaping the fact that No Escape, despite all the bludgeoning, is a guilty pleasure you’ll be tempted to take. The loopy script ridden with shameful clichés ends up taking a backseat, as you get on this roller-coaster ride.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><em><strong>Story:</strong> Ricki (Streep) left her home, family and a life of luxury a long time ago in order to pursue her dream of becoming a rock star. She gets a call one day from her ex-husband Pete (Kline) who informs her that their daughter is depressed after a breakup. When Ricki arrives home, she realizes she has a lot of ground to cover in terms of catching up with her family.</em><br>
<br>
<strong>Review:</strong> Even when off the stage and not singing cover versions with her band in a tiny pub to a small but appreciative audience, Ricki (her real name’s Linda) remains in black leather. She slurs and sways in Keith Richards-like rocker fashion and looks totally out of place in Pete’s sprawling, tastefully-furnished home. Pete however, has long since moved on with a new wife, Maureen (McDonald), who treats Pete and Ricki’s children as if they were her own.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
