"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story:</strong> It may be just another year in Tom (Jim Broadbent) and Gerri's (Ruth Sheen) life but for the old and happily married couple, it turns out to be an eventful year when friends and family cope with the problems of ageing, loneliness and impending gloom. The changing seasons find their reflection in the changing moods of their friend Mary (Leslie Manville) who still harbours hopes for a new beginning, despite the onrush of age and isolation.<br>
<br>
<strong>Movie Review:</strong> There is nobody who understands family better than Mike Leigh. If you thought Secret and Lies was one of the most touching family portraits you had seen on screen, then do take a look at Another Year.<br>
<br>
The film is a gentle yet stark dissection of relationships in a society that doesn't have much to offer to the older, wiser generation of people who are being left out, sidelined, shelved. Of course, at centre-stage, there is the happily married couple, Tom and Gerri who keep an open home for friends and family. But they stand out as oddballs amongst all the dysfunctional people who visit their home. Case in point being the desperate, drunk and going-downhill Mary who mistakenly believes a car will be the solution to all her problems. Or else, the female patient (Staunton) who visits a doctor because she can't sleep and rates her happiness quotient as one out of 10.<br>
<br>
Watch the film for its compelling performances, specially by Leslie Manville, who is absolutely brilliant as the sad yet strong and self-respecting Mary.

","4"
"<div class='Normal'><strong>Story:</strong> The Green Hornet is a fictional super hero who made his debut in American pulp fiction through a radio series during the 1930s. Playboy Britt Reid (Seth Rogen) inherits his father's media empire and chooses to re-vamp hisnewspaper, The Daily Sentinel, by creating the headlines himself. He dons the vigilante's role and plays a crusader by night with his driver and coffee-maker, Kato (Jay Chou) who happens to be a martial arts experts and a wizard with gadgets.<br>
<br>
But, being somewhat of a dimwit, Britt needs his smart assistant (Cameron Diaz) to lay down the plan of action for the super hero act. Will the Green Hornet and his side-kick save the city from crime lord Chudnofsky (Christopher Waltz)?<br>
<br>
<strong>Movie Review:</strong> The Green Hornet isn't any ordinary super hero story. This one is a complete revision of the vigilante's tale of valour. And the fact that it does it with comedy and flair makes it such a fun watch.<br>
<br>
When a bored Britt chooses to spice up his life by playing a super hero at night, he asks his coffee-maker cum driver, Kato to point out what's common between all super heroes. The cape, the tights, proffers Kato. Nah! The fact that they are all the good guys, says Britt. Hence the new plan: We will pose as villains and act like heroes, he exults and sets out to create mayhem in a city that is in the stranglehold of another joker: the boring bad guy with the hard-to-pronouce name, Chudnofsky.<br>
<br>
The film is a roller-coaster ride from the opening shot itself. Seth Rogen's bumbling super hero act is a complete laugh riot. I'm the guy who gets to shoot fart guns, while others have gun-guns, he laments when his assistant gives him his new weapon of destruction, a gas gun. Jay Chou's Kato is enigmatic and endearing, specially when he doggedly refuses to be labelled as the sidekick and is not ready to be the `Doo' to Rogen's `Scooby' act. And Cameron Diaz is the sassy assistant who unknowingly scripts the super hero mayhem that explodes in Los Angeles.<br>
<br>
Witty dialogues, bumbling heroes, zany bad guys, high-voltage action, The Green Hornet is a fun make-over of the super hero movie. Don't miss it.

","3.5"
"<div class='Normal'><strong>Story:</strong> Holly (Katherine Heigl) and Messer (Josh Duhamel) are the oddest couple in town. Their first date ends in a disaster but destiny brings them together again. This time as foster parents to the infant Sophie who loses her parents in an accident. Will the mismatched duo manage to strike the right note after slugging it out for so long?<br>
<br>
<strong>Movie Review:</strong> This one's a breezy romcom which takes its time to strike the predictable happily-ever-after note. But it carries you along in its languorous cruise through the highs and lows of this couple that reluctantly tries to build a home, after circumstances force them to live together. Holding the film together is the crackling chemistry between Katherine Heigl and Josh Duhamel who actually make an interesting, made-for-each-other couple, without their knowing so.<br>
<br>
Of course, they spend most of the screen time sparring with each other since both of them have different goals. Holly, the more pragmatic one, wants to set up her own restaurant while Messer, the hedonist, believes in fun and games alone. He'd like to be left alone picking up hotties in the local grocery store or covering the games as a TV producer. But when the two come together to try their hand at clumsy parenting, they are perfectly in sync, changing messy diapers, singing strange lullabies and stumbling through the new responsibility that has been thrust on them.<br>
<br>
Sentimental, sweet and spilling over with slapstick gags, Life As We Know It is Hollywood romance, as we know it. Fun while it lasts.<br>

","3"
"<div class='Normal'><strong>Story:</strong> This is a biopic on the traumatic life of Valerie Plame, a CIA operative who had to lose her cover after being exposed by the White House when her husband, ambassador Joe Wilson wrote an expose in the newspapers. Wilson alleged that President George W. Bush manipulated intelligence about weapons of mass destruction in order to justify the US invasion of Iraq.<br>
<br>
<strong>Movie Review:</strong> The film uses a real life controversy to end up as a powerful indictment of the Bush administration and its war against terror. Valerie Plame, a gutsy CIA officer assigned to gather intelligence on Iraq, had to give up her job and run for cover after her identity was exposed by senior US officials in the White House. This was a retaliation against her husband, a US ambassador who wrote an article stating that US had no case against Iraq, since there had been no uranium exports from Niger to Iraq to facilitate their nuclear weapons programme. No yellow cake, no aluminium pipes, hence no weapons of mass destructions: the Bush administration had got it all wrong when it came to Iraq and its role in terrorism.<br>
<br>
Naturally, the backlash from the White House was too intense and almost swept away the vulnerable couple, their home and their marriage. Acquaintances of Plame in the CIA have reminisced about how the real life Valerie became `a leper...almost radioactive,' after the expose. Naomi Watt's brings out Plame's pain and anguish with grandeur and dignity. She deftly juxtaposes her sundry roles as wife, mother and high-profile secret agent and brings to life a memorable character. Sean Penn's delineation of Ambassador Wilson brims over with bluster and verve. As the lone voice of conscience in the cacophony of aggressive nationalism, Penn paints a picture of fortitude and courage.<br>
<br>
The fact that Bush himself confesses his decision to send troops to Iraq was based on `intelligence that proved false', in his recent memoir Decision Points, adds a sense of topicality to the film. Watch it to get a dekko on how super powers err.

","3.5"
"<div class='Normal'><strong>Story:</strong> Lemeul Gulliver (Jack Black), an ordinary mail room clerk in a newspaper, sets out on an ordinary journey, after being assigned to write a travel piece on Bermuda by the pretty travel editor, Darcy (Amanda Peet). However, the journey turns out to be an extraordinary adventure, when Gulliver's boat capsizes and he lands up on a strange island called Lilliput where he must help the tiny islanders to defend themselves against the evil general Edward (Chris O'Dowd).<br>
<br>
<strong>Movie Review:</strong> Don't even think this is going to be an encounter with Jonathan Swift's 18th-century classic that makes for an excellent read even today. Jack Black's Gulliver is a born-again hero who tries to grab eyeballs in a post-Avatar world as Gavatar. And when he's not gassing about surviving the Titanic tragedy, he is busy trying to convince the quaint Lilliputians of his larger-than-life status as the First Citizen of the Island of Manhattan!<br>
<br>
Hey, but what kind of a Prez is this Gulliver guy? He can't even save the islanders from the despotic designs of a pompous General who tramples all over the natives in a Transformer-type armour and wants to marry the princess (Emily Blunt), even though she is terribly bored by him. Left to herself, Princess Mary would like to spend her life with the cute commoner Horatio (Jason Segal), specially after he is being tutored in the state-of-the-art style of wooing by the lovelorn Gulliver. This new age Romeo may not have been able to express his own feelings for his travel editor, Darcy (Amanda Peet), but he sure can make Horatio sing and dance his way into the Princess' heart.<br>
<br>
But can the man from Manhattan end up as a zero? Never. It's not long before he realises what size actually means -- you got to be enormous inside, rather than outside, to actually make a difference to the world. The Lilliputians do find their hero who wages a final battle to save their honour.<br>
<br>
Shot in 3-D, this revisionist take on Swift's novel may not be spectacular in terms of special effects, but it has enough fun and games to engage the family. Watch out for Jack Black's zany rendition of the classic hero who is first held captive by pint-sized people and then punched around by a giant-sized doll.<br>

","3"
"<div class='Normal'><strong>Story:</strong> Super baddie Megamind (Will Ferrell) defeats the super good guy, Metro Man (Brad Pitt) in a duel and hopes to rule uninterrupted over Metrocity. But his joy is short-lived, for what does a villain do without a hero? Megamind needs someone to fight with and ends up creating Titan, a made-to-order hero with Metro Man's DNA. Trouble begins when the woman he loves, reporter Roxanne (Tina Fey) turns to him for help when Titan turns rogue.<br>
<br>
<strong>Movie Review:</strong> Can bad guys turn good? Are heroes made, not born? Can a villain grow into a hero? Good questions. Meaningful questions. Topical questions. Megamind maybe an animation film, meant to please kids with its wonderful imagery. But behind all the artistry, there are important philosophical -- and ethical -- debates. And the fact that they are conducted in a humorous and breezy manner only adds value to the film.<br>
<br>
Megamind is one of the cutest villains in contemporary cinema. With his bulbous blue head and his delightful one-liners, he is a swashbuckling hero, even when he is bad. But when he reluctantly turns good, he is even better. I'm not supposed to save the day. I'm not supposed to walk off into the sunset. I'm not supposed to get the girl. I'm the bad guy, he plaintively cries when positive stuff begins to happen in his blackguard life. The city starts looking up at him as a hero and feisty Roxanne begins to fall for him. And before he knows it, he's stepping into the shoes of Metro Man who seems to be too bored of playing good guy, over and again.<br>
<br>
The animation's great and so are the voice-overs. If Brad Pitt plays a bored Metro Man with lazy charm, then Will Ferrell is excellent as Megamind. He deserves a special mention for his take on Marlon Brando which almost brings the house down. A fun film that should not be missed, Megamind does make for a Merry Christmas.<br>
<br>

","3"
"<div class='Normal'><strong>Story:</strong> Helena (Gemma Jones) and Alfie (Anthony Hopkins) have just split up - primarily because Alfie can't deal with the fact that he's no longer thirty something. Their daughter Sally (Naomi Watts), on the other hand, can no longer cope with a struggling writer as a husband (Josh Brolin) and plans to call her marriage off. So what's next for each one of them?<br>
<br>
<strong>Movie Review:</strong> This one's straight out of a fairy tale...turned splitsville. Picture this. Couple 1: Alfie (Anthony Hopkins) and Helena (Gemma Jones) have lost interest in each other 40 years after marriage. No morning walks. No moments in bed. The outcome? One looks for love outside marriage in the form of the too-hot-to-handle blonde, Charmain (Lucy Punch), the other takes to the inhibitions-are-better formula, courtesy a charlatan fortune teller. Couple 2: Sally (Naomi Watts) has had enough of her novelist hubby Roy's one time success phenomenon, while Roy (Josh Brolin) just can't stop re-writing his second novel. The outcome? One falls for her handsome art gallery owner boss, Greg (Antonio Banderas), while Roy chooses to wonder who his next door neighbour in red is. Sounds complicated? Not really till the fairy tale turns into reality: You will meet a stranger for sure, though not necessarily a tall, dark one. Next are a few sublime moments and sometimes hysterically funny dialogues in throwaway bits.<br>
<br>
But that's not why you'd go to see this film. The movie has you desperately waiting to get glimpses of Freida Pinto and her much talked about tryst with Hollywood after Slumdog Millionaire. As the mystery woman who catches Roy's gaze right from day one, our `exotic' Dia doesn't contribute much to the plot. The only time we really hear her is when she expresses her desire to be someone's muse. And the only time we really see her is when she's sobbing before dad (Anupam Kher) as she gives up on her business-minded fiancee for Roy. For the rest, she's just the woman on the window!<br>
<br>
Ain't writer/director Woody Allen's best. But if you've seen 39 of his earlier films, you must see the 40th too!<br>

","3"
"<div class='Normal'>Story: Elise (Angelina Jolie), a mysterious woman who is under surveillance by Scotland Yard, the Interpol and a bunch of bad guys, meets and falls in love with an American tourist, Frank (Johnny Depp) on a Venice-bound train. The ordinary Math teacher from Wisconsin is soon jumping off balconies and fleeing bullets as he gets embroiled in a two billion dollar heist. All for the sake of love...<br>
<br>
Movie Review: One would have thought they'd scorch the screen with their chemistry. Yet, ironically, Johhny Depp and Angelina Jolie simply simmer in this romantic thriller which fails to set the screen on fire, despite bringing together a hot and happening pair. Depp seems a bit out of depth and Jolie's somewhat stiff and distant in a drama that required them to build up a tempestuous romance neath the shadow of bullets and guns.<br>
<br>
The high point of The Tourist is its touristy setting where all the action explodes against the scenic backdrop of Venice with its picture postcard waterways and its gilded interiors. One of the most charming sequences sees Depp running across roofs and jumping down balconies in a pyjama suit while being chased by a gang of gun-toting assassins. All this, while a mannequin-like Ms Jolie watches with wonder and dismay. For yes, the lady is determined to save the tourist from the psychopathic gangster who wants his stolen wealth back, any which way. Or is it the tourist who wants to save her from the danger that lurks in the canals and alleys of the picture-perfect town?<<br>
<br>
Low on thrills, high on visuals, The Tourist is fun while it lasts.<br>
<br>

","3"
"<div class='Normal'><strong>Story:</strong> Sam Flynn (Garrett Hedlund) has been waiting for his father (Jeff Bridges) to return for many years. But when dad, the world's leading video-game developer, refuses to get back from the digital world where he had mysteriously disappeared, Sam decides to enter the Grid himself and bring back his missing parent. Can the human survive the cyber world?<br>
<br>
<strong>Movie Review:</strong> Imagine if the worst fears of the video-games-are-vile lobbyists come true? Imagine if kids who are addicted to the joystick have to bear the brunt of their playstation obsession? Imagine if they get sucked into the digital world of war and violence that they seem to be hooked on to on their screens? Tron will come true!<br>
<br>
Meet 27-year-old Sam Flynn who muses: ``The Grid. A digital frontier. I tried to picture clusters of information as they travelled through the computer. Ships, motorcycles, with the circuits like freeways. I kept dreaming of a world I'd never see. And then, one day, I got in....'' Now, keep pace with our protagonist as he navigates through this mesmerising hi-tech world where his dad has been held captive by his own creation (his digital avatar, Clu) and has only one loyal companion, Quorra (Olivia Wilde) to depend on. It's a familiar world which looks like an amalgam of Star Wars-meets-Matrix and sees Sam fighting digital warriors with lightning sabres and state-of-the-art armoury.<br>
<br>
Tron is a 3-D remake of the futuristic film that hit the screen almost three decades ago. And yes, the technological blitzkrieg seemed to have worked for the film. You do sit and gawk at the natty 3-D elegance and the combat-game format which has anyhow captured the 21st century imagination, kids and adults, alike.<br>
<br>
<br>

","3"
"<div class='Normal'><strong>Story:</strong> Yang (Jang Dong Gun) is the greatest swordsman that ever lived. But he can remain that way only if he kills all the members of the enemy clan which includes an infant girl.<br>
<br>
The warrior's sword refuses to slay the helpless one, despite his master's orders. Yang escapes with the baby and seeks refuge from his destiny in a deserted wild West town where he finds a surrogate mother for the kid in Lynne, the spitfire who has sworn vengeance against the evil Colonel (Danny Huston). Can the duo defeat destiny and death that seems to be closing in on them?<br>
<br>
<strong>Movie Review:</strong> Obviously inspired by Sergio Leone, Korean film maker Sngmoo Lee creates an interesting martial arts drama that draws heavily from a number of sources. On the one hand, there is the wild expanse and the riveting canvas of the good old westerns which are used as a backdrop for the Oriental martial arts to explode on the screen. And on the other hand, there is the carnival-like grotesque palette of The Joker's playground -- Gotham City. Clowns, jesters, circus members, a mauled madcap villain along with masked, Matrix-like swordsmen: these are the people who flit in and out of the battleground as our silent, smouldering vigilante hero (Jang Dong Gun) fights for justice and life...Yes, he must protect the kid despite being aware of the fact that she'll grow up to be his nemesis.<br>
<br>
The film moves languorously, sometimes too slowly, and manages to draw you with its eclectic appeal. Go for the different look and the blending of genres.

","3"
