"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story:</strong> Jack Sadelstien (Adam Sandler) has one big problem to deal with every year: The Thanksgiving event. But not so much for all that goes into the preparation for the big day, as much for his identical twin sister Jill's visit. But this year is going to be extra tough -- Jill wants to stay over forever... and ever...<br>
<br>
<strong>Movie Review:</strong> When Adam Sandler gets on to tickling the funny bone, rest assured silly becomes normal. And now that there's a double doze of Sandler in here, you don't really need to guess where all that laughter riot comes from. Poop, blonde jokes, melon jokes and slapstick humour.<br>
<br>
First, there is Adam Sandler as the confident, calm and composed LA ad guy Jack Sadelstein. Second there is Adam Sandler (again) as Jill Sadelstein, Jack's identical twin sister. So far so good till Jill decides to take her annual trip -- the Thanksgiving bash at brother Jack's place. Naturally then, Mr Cool Guy swears by the topsy turvy mantra each time Jill leaves no stone unturned when it comes to embarrassing her brother in public. And caught between the two is Erin (Katie Holmes), who like most ideal wives plays perfect peacemaker between the siblings. You of course are caught between Jack's attempt to convince problem creator Jill to change her mind about her annual Thanksgiving visit (but in vain), followed by his attempts to get things right specially when Jill has a knack for getting things wrong. End result: chaos and the predictable that strangely keeps you entertained, like all Sandler films do.

","3"
"<div class='Normal'><strong>Story:</strong> Mumble the penguin has two problems. First, his son Erik is finding it hard to create a niche for himself in the dancing paradise. Second, dangers threaten the peace of the penguin nation. Can Mumble once again dance his way into a world where nature’s fury is calling the shots?<br>
<br>
<strong>Movie Review:</strong> Nothing much seems to have changed in this cold Antarctic region, since the adorable two-awkward-feet tribe struck the screen. The penguins are in plenty, fights with killer seals and predator birds are still a norm, the Arctic ice still continues to melt. And like its Oscar nominated 2006 prequel, Happy Feet Two has enough food for thought too --- a whole lot of screen time on values, the importance of family, the urge to never give up on hope and tips on self-confidence. Keep that aside and there’s something different in this paradise of penguins that talks of human error, oil spills, global warming, melting ice caps too.<br>
<br>
The then dancing Mumble (Elijah Wood) now has a grown-up son, Erik (Ava Acres), who does not want to take after his dancing dad, but idolizes Sven (Hank Azaria) who can actually sail the skies. Watch the generation gap in here. Next is the big problem -- a giant iceberg traps most of the population including the likes of penguins, seals and krills. Of course, the ones to stand out are Will Krill (Brad Pitt) and Bill Krill (Matt Damon) who want to break free in every possible way. And Brad Pitt and Matt Damon do manage to stand out literally! However, it’s the sub-plot of the krills that takes away a bit from the Mumble-Erik storyline....<br>
<br>
But then we are not complaining. For the excellent music and dancing leaves you in a tap dance mode yourself. Also, the 3D’s definitely smarter, brighter and trendier. Special mention: catch the Antarctic iceberg attack in super trans effect.

","3.5"
"<div class='Normal'><strong>Story:</strong> Stephen Meyers (Ryan Gosling) is a key aide of the campaign staff trying to get governor Mike Morris (George Clooney) elected president in the upcoming U.S. elections. But first he has to get out of a scandal he gets trapped in while campaigning for his boss. Will Meyers choose self over duty... pass the loyalty test and come out clean in this campaign of the power brokers?<br>
<br>
<strong>Movie Review:</strong> George Clooney as President of the United States? Oh yes, oh yes. For there would be hard to find a more charismatic contender from Hollywood. And with Matt Damon's name already being thrown around in the news as a possible candidate, the film grows intensely topical and great fun to watch. Clooney, with his characteristic command over his craft and his credible personality lends a gravitas to the role as Governor Mike Morris, a liberal Democrat who must convince Senator Thompson (Jeffrey Wright) of his capabilities for a nomination over his rival, Senator Pullman (Michael Mantell) for a Democratic nomination.<br>
<br>
Based on the play, Farragut North by Beau Willimon, the Ides of March is a punch political thriller which blazes across as it brings to life the intrigue, drama and nerve-wracking tenor of the long and complicated US elections. This is Circa 2011 and the primary vote is on March 15. Naturally then, politics, back stabbing, betrayal, sacrifices, compromises, scandals, bribery, blackmail are all part and parcel of this Star and Stripes labyrinth.<br>
<br>
Governor of Pennysylvia Mike Morris (George Clooney) is focused on the Democratic primary elections. All he wants is nothing but presidency -- something that calls for convincing Americans primarily with words. That’s when Stephen Meyers (Ryan Gosling), his mercurial press secretary steps in, not just helping the people of America to make the right choice. In short, Meyers is a winner at his job and the stage seems to be set for Morris, just when Meyers meets Tom Duffy (Paul Giamatti), the other competent and veteran campaign manager for the rival candidate. For spoilers, Meyers gets involved with a not-so-innocent intern (Evan Rachael Woods), courtesy Tom, and realizes getting out of that scandal could mean paying a heavy price... Exactly when values are compromised upon, lie becomes truth and betrayal becomes the order of the day. The bigger drama stems from the fact ‘everybody wants to save themselves’.<br>
<br>
This one's an out and out Ryan Gosling movie who leaves no stone unturned to come up with a blazing performance. Of course, it's George Clooney, who as the Presidential nominee makes every dialogue (excellent screenplay) credible and carries the weight of the film on his shoulders. Great acts by Paul Giamatti and Philip Seymour Hoffman who add to the allure of the film.<br>
<br>
A political drama that’s real and intelligent, The Ides Of March is a thrilling watch.

","4"
"<div class='Normal'><strong>Story:</strong> In 1863, Amsterdam Vallon returns to the New York City seeking revenge against Bill, his father's killer...<br>
<br>
<strong>Movie Review:</strong> This one's a classic that traces the birth of America, not in civilised boardrooms where the principles of democracy are debated and pondered upon; but through bloody street brawls and hate crimes... A civilisation that was born out of savagery! Scorsese rips up the postcards of American history and reassembles them into a violent, blood-soaked story of a bare-knuckled past. The New York it portrays in the years between the 1840s and the Civil War is, as a character observes, 'the forge of hell', in which groups clear space by killing their rivals. The film opens with an extraordinary scene set in catacombs carved out of the Manhattan rocks where the leader of the immigrants gang -- an Irish-American named Priest Vallon (Liam Neeson) -- prepares for battle with messianic zeal. With his young son Amsterdam (Leonardo) trailing behind, he walks through the labyrinth, gathering his forces, the Dead Rabbits, before stalking out into daylight to fight the forces of a rival American-born gang, the Nativists.<br>
<br>
In this animalistic battle, Vallon is slain by his enemy William Cutting, aka Bill the Butcher (Daniel Day-Lewis). This was the famous gang fight of Five Points on the Lower East Side of Manhattan, recorded in American history. Amsterdam disappears into an orphanage, the ominously named Hellgate House of Reform, only to emerge as an avenging angel, hellbent on revenge. He joins Bill's gang and rises in the ranks to become almost like his foster son, until it is time to strike. In this brilliant, throbbing canvas, the lynchpin is Day-Lewis, effortlessly upstaging co-stars DiCaprio and Cameron Diaz. His Bill the Butcher is a terrifying psychopath with a glass eye that has an American eagle in place of a pupil. Scorsese's film is revisionist history, linking the birth of American democracy with American crime.

","4"
"<div class='Normal'><strong>Story:</strong> A convicted rapist releases from jail to stalk the family of the lawyer who originally defended him.<br>
<br>
<strong>Movie Review:</strong> A deep-seated grouse and an overriding mission drive Max Cady (Robert De Niro) in Cape Fear. Having served a 14-year-long prison sentence after being convicted for rape, Cady emerges from prison determined to take revenge on his lawyer, Sam Bowden (Nick Nolte), who, he feels, failed to do a good job as defense attorney. And Cady isn't an ordinary criminal. He employs ingenious methods of vengeance. Instead of physically intimidating the lawyer, he prefers to psychologically traumatize him by stalking his family. A remake of the 1962 thriller, Cape Fear boasts of a compelling performance by Robert De Niro.

","3.5"
"<div class='Normal'><strong>Story:</strong> A biopic depicting the early years of legendary aviator Howard Hughes’ career, from the late 1920s to the mid-1940s...<br>
<br>
<strong>Movie Review:</strong> The boy has grown up. Leornado, who never joined the big league despite fine performances in films like Titanic and Romeo and Juliet, enters the actor’s adulthood with Aviator. Ostensibly, a biopic on America's greatest maverick millionaire, Howard Hughes who made his millions during the War, despite his eccentricities -- or is it due to his eccentricities -- the film is actually philosophy. On dreaming Big, aiming Big, achieving Big...<br>
<br>
The young boy who inherited his father's tool factory at the raw age of 18 and poured in its profits in sky-limit schemes has a story to tell the contemporary world. Of course, you might say that Howard was the quintessential capitalist that Adam Smith serenaded. But that's not Howard's real story. That he used his legacy to rewrite the rules of society and sculpt the future of a nation instead of recycling nuts and bolts is the moral of this modern day fable. When he was a kid, Howard told his mom: ``I want to make big planes and big movies...''. In short, make fantasy fact. That's what he did. And that's what every entrepreneur-dreamer needs to do.<br>
<br>
On the personal note too, the film scores as it traces the kinky man's affairs with two of Hollywood's most memorable women -- Katherine Hepburn (Cate) and Ava Gardner (Kate). Of the two, it's Cate Blanchett who matches up to the `all acute angles' personality of Howard and the chemistry between the two lights up the screen in rare colours. But the film belongs to Leonardo alone who grows from 18 to adulthood without losing the core of his character: a dreamer-doer who didn't quite have it right.

","3.5"
"<div class='Normal'><strong>Story:</strong> Henry Hill is a small time gangster who is joined by Jimmy Conway and Tommy De Vito. However, his two partners kill off everyone else involved in the robbery to reach the top of the mob hierarchy. But will Henry stoop that low to bring about the downfall of Jimmy and Tommy?<br>
<br>
<strong>Movie Review:</strong> Based on Nicholas Pileggi's book Wiseguys, Good Fellas is the real-life story of Henry Hill (Ray Liotta), an Irish-Italian youngster who grew up as a foot soldier in the all-powerful New York, and later denounced it by switching sides. When the lure of the underworld diminished and the seamy side of mindless violence left him disillusioned, Hill joined the US government's witness protection programme and helped the law to catch up with his old comrades: the avuncular gent who stole for the love of it, Jim Conway (Robert De Niro) and the amiable killer who couldn't get a hold on his temper, Tommy Devito (Joe Pesci). Scorsese documents the highs and the lows, the power and the pulpy morals of the mafioso with characteristic expertise. Good Fellas is his greatest ode to the gangster with Ray Liotta pitching in a towering act as the guy who wanted to be a gangster rather than the President of America.

","4"
"<div class='Normal'><strong>Story:</strong> A self-destructive boxer's journey gets tougher when violence and temper - his driving force in the ring -- ruins his life outside it...<br>
<br>
<strong>Movie Review:</strong> Martin Scorsese's biopic on Jake LaMotta, a middleweight prizefighter, who stepped out from the Bronx to make it big in the boxing ring in the 1940s, expertly lays bare the soul of the boxer. LaMotta (Robert De Niro) is an archetypal underdog who lives by brute force and has no time for sensitivity in his blood-splattered life. Love, for him, is a painful force that gets marred by jealousy, insecurities, self-doubt and abuse. He falls in love with a brazen teenager (Cathy Moriarty) whom he spots in a swimming pool. Yet, despite marrying her, he ends up in an emotionally battered relationship with her. Rated as one of Scorsese’s best films, Raging Bull has poignancy behind brute force: outward violence incipiently seeps into a man's insides and causes him to self-destruct. Robert De Niro, in the lead role, is all guts and fury especially in the hard-hitting boxing sequence. But his emotional sequences with brother Joe Pesci are classic cuts.

","4.5"
"<div class='Normal'>When mentally unstable Vietnam war veteran Travis gets home to work as a cabbie by night, what takes him by storm is the underbelly of New York city and its loss of values. His mission then is to clean NYC of its scum<br>
<br>
Enter the hell that exists within the mind and soul of a quintessential American in combat with an unjust system. A Vietnam War veteran, Travis Bickle (Robert De Niro), returns home without having quelled the war within. He is a bundle of simmering rage that feeds and grows on the urban degradation of New York City, a concrete jungle that is even more dangerous than the Viet Cong-infested jungles of Vietnam. The moral degradation and incipient violence of city life turns Travis into a sociopath who roams the urban underbelly as the cuckoo cabbie man, hell-bent on clearing the scum -- weirdos, pimps, prostitutes -- off the cityscape. It’s a startling, disturbing picture of social disarray, with De Niro redefining the angst of a socially dysfunctional citizen who has been transformed into a rage machine. Catch Jodie Foster, a 12-year-old prostitute with piquant charm.<br>

","4"
"<div class='Normal'><strong>Story:</strong> When Tintin (Jamie Bell) buys the Unicorn, a showpiece boat from the flea market for a pound, little does he know the model is part of an unsolved puzzle. Till he finally meets the seafaring, liqour-loving Captain Haddock (Andy Serkis) who helps him solve the mystery... and find the treasure trove...Of course all along danger threatens in the form of the evil Sakharine (Daniel Craig) who is hellbent on getting the boat and wreaking his ancestral vengeance against the Haddocks.<br>
<br>
<strong>Movie Review:</strong> It could have ended up as a heady cocktail of the Indiana Jones and the Pirates of the Caribbean series, but The Adventures of Tintin is so much more than recycled headiness. And that's because of its brilliant new technique of filming -- motion capture animation -- that literally brings to life Belgian artist Herge's lovable parade of characters, led by Tintin, the irrepressible reporter and Snowy, the smartest dog in town. Tintin and his encounters with evil in exotic lands already have a legion fans in India, but rest assured, they are bound to grow with this stylish new format of filmmaking which completely preserves the form and the atmospherics of the popular comic book.<br>
<br>
The story too is equally enticing with loads of action to pep up the tenor of the film. What starts of as a simple purchase for Tintin (Jamie Bell) soon turns out to be a ‘possible story’ for the reporter. The unicorn model, he realises, is the path to a bigger mystery -- the secret of the hidden treasure. But finding the hidden treasure calls for decoding a few lost symbols. That's where Captain Haddock (Andy Serkis) of disputed ancestry steps in and helps Tintin find the gold believed to be buried in the oceans. But only after he fights his swashbuckling ghost from the past, Ivan Sakharine, who wants it all, by hook or by crook. Don't miss the thrilling flashback where the 17th century ship, the Unicorn, meets its tragic end, the crazy biplane ride to Morocco followed by one of the most chaotic chases where the entire town seems to be on a roller coaster ride, except the blumbering cops Thompson and Thomson.<br>
<br>
A special mention: While Jamie Bell fits into the role of Tintin with ease, not just for his ginger quiff but journalistic appetite too, Daniel Craig stands out as the evil and hideous Sakharine. But the ones who really become objects of affection are Andy Serkis (watch him resist every peg that comes his way) and Tintin's comrade, Snowy. The two actually bring ample comic relief when the endless journey seems a little stretched.<br>
<br>
But then all's well that ends well. And as Captain Haddock puts it, for there's more treasure lying deep down in the oceans that needs to be found. Sequel, Spielberg!

","4"
